"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Least developed countries: UN classification","LDC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","6.3","6.2","","","","","",
"Least developed countries: UN classification","LDC","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","9.44679591202448","9.63268916748401","11.0582504293492","15.8365063971533","14.0045860876731","14.3062756104035","14.5027051786277","13.7753931168448","17.7377074497752","12.9242945335697","13.9794758644014","9.66073910409465","10.1530744699851","10.5943160075649","10.8637804271687","18.5650639491547","12.0628445848544","12.8276872057658","18.1668031541816","20.8639325668487","24.25711009237","17.5618851189895","13.3621759895193","16.5016182813052","15.6048473122979","17.4404716586037","18.3415262325279","17.7014669865886","15.6439466559899","18.5325860363887","14.0818780383792","14.9609044665969","14.3536618490112","8.5529885047105","13.4269918323108","11.7741269746494","10.0347462788814","2.33643052858544","2.60168728365214","6.52156966463286","6.6193938391811","6.80404702965292","6.81341305638935","5.37963978539662","5.12375542656765","5.23030891443346","4.97355560787712","4.39756925314521","4.67198260167392","4.26084502356886","4.50398424170429","4.8383846111073","4.25000962742817","5.234285819526","5.96096276371964","6.03875862140639","6.11260643130746","4.88326592811259","5.10088847707776","3.97453393435315","",
"Least developed countries: UN classification","LDC","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","","","","","","","","","41.9314934159902","","38.8248426594263","","","","","","26.5922689989413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.07275953356768","","8.86887688994168","9.13333606755709","9.66508268808452","10.3754157831406","10.5858507336208","13.3975629791548","16.4713021569068","","","","","",
"Least developed countries: UN classification","LDC","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","TM.VAL.MRCH.R4.ZS","3.59803615379352","3.31370843601844","3.87145046076251","2.44325424550664","2.52255404989009","1.99855764958875","2.27054696566711","2.2842748221847","2.63289834207974","3.89271490061765","2.83643736937761","3.27622534706049","3.2458390778957","3.2252180935575","4.24416733297765","3.67645043664162","4.26856721690948","4.68439880472971","2.41703824585616","2.51717604789991","2.59595187759962","1.47286759455256","1.74339588093603","1.41139308065003","2.0630813072227","1.32949433658432","1.11551163537642","0.969037552461024","0.96812932766954","1.15372696012128","1.99819474861982","2.2631249835112","2.11893944199994","2.14628989637409","1.91225876984446","1.86216566937865","1.86962327609429","1.88544725892714","1.14484730394097","1.27677589737207","2.2547539091962","1.86162192303061","1.97570827677174","2.08733709023165","2.08045045197087","2.46591730386438","2.4113522019441","2.14908683817738","1.7702925041946","1.88766267541987","2.27298668690929","2.17951242639964","1.90743439921896","1.80155625359774","2.02774427156888","2.56844965089393","2.41686208061201","2.30432176577293","2.04216546839948","2.14615363162953","",
"Least developed countries: UN classification","LDC","Tariff rate, most favored nation, weighted mean, primary products (%)","TM.TAX.TCOM.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Tariff rate, most favored nation, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.50016760582941","9.92159219430614","11.5413576168282","11.2408401225925","8.9521484805537","10.9189822038706","8.95237049964183","8.2611576878443","8.41126039757366","6.93681358876256","7.31988526042429","7.10775902114601","6.35273778683291","7.29326511654528","7.0181217731587","6.71316547678525","7.47658460874936","8.04428701005619","8.94693600218077","10.3168877252896","10.4869939442127","9.90695522202855","9.8002330041535","9.91138723753942","",
"Least developed countries: UN classification","LDC","Completeness of birth registration, female (%)","SP.REG.BRTH.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Population ages 75-79, female (% of female population)","SP.POP.7579.FE.5Y","0.489335653460583","0.491635192104349","0.490027903665713","0.485910243578782","0.480777467906213","0.475821252979428","0.481375732895551","0.484144064301618","0.484635484022641","0.483670920844548","0.482198523079221","0.491558248526196","0.497918641837022","0.501992552299932","0.504741028181764","0.507265883844528","0.517550482403903","0.525696153872761","0.53180335157043","0.535641989650911","0.537465900246588","0.541761049360444","0.542484165442295","0.541205069077647","0.539385925766991","0.538045020994542","0.543897340543263","0.548026936366052","0.550841849338473","0.552700125944947","0.554461218185929","0.560971888798038","0.565624503426203","0.569539411700858","0.573724920736816","0.579042915819699","0.58741082501863","0.595224404013632","0.602946964128","0.610094539973616","0.616258622466641","0.620562373363373","0.622591540331787","0.62435797723928","0.627383028588337","0.632209668461116","0.638782942495437","0.645023054400277","0.650813610651205","0.655495211801789","0.658998957346025","0.66044155001826","0.66027546037224","0.660901268784635","0.664447041219518","0.671675559980709","0.678984023773763","0.687417802340771","0.69672514427038","0.706076941851852","",
"Least developed countries: UN classification","LDC","Population ages 50-54, female (% of female population)","SP.POP.5054.FE.5Y","3.2800974637346","3.26395736873306","3.25395844206514","3.24848455951775","3.24626828459643","3.24618683710875","3.22670497441833","3.21333215458691","3.20457513688317","3.19874157037448","3.19442526444852","3.18203754694637","3.17358020501517","3.1688092412794","3.16809109812225","3.17109251951285","3.15552159288485","3.14262491200101","3.12912352293767","3.11446546569998","3.10026527810463","3.07618281182942","3.05702754713909","3.04034271574109","3.02368735877814","3.00578016392137","2.98001787872936","2.95682662472631","2.937197654522","2.92329271598265","2.91588427684967","2.9089807770603","2.90975293842415","2.91476447277268","2.91966442096664","2.9219002557938","2.90948138342058","2.89717561296639","2.88468069093412","2.87252869250274","2.86164829590116","2.84765770947368","2.83641386611691","2.82985352071579","2.83162293412102","2.84367363603439","2.86145973517105","2.88987511946171","2.92631626322832","2.96744173368487","3.01079989813479","3.05222436564524","3.09710525152107","3.1426873675189","3.18614520433512","3.22597040063088","3.25876194338161","3.28944516582734","3.31821099616714","3.34623013263048","",
